code,name,description,refreshed_at,from_date,to_date
GPU2015,"Gold Petal Futures, September 2015, GPU2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, September 2015, GPU2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-10-2015 18:10,01-06-2015,30-09-2015
GPU2016,"Gold Petal Futures, September 2016, GPU2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, September 2016, GPU2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-09-2016 22:02,01-06-2016,30-09-2016
GPU2017,"Gold Petal Futures, September 2017, GPU2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, September 2017, GPU2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-09-2017 23:01,02-06-2017,29-09-2017
GPU2018,"Gold Petal Futures, September 2018, GPU2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, September 2018, GPU2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-09-2018 23:04,01-06-2018,28-09-2018
GPV2014,"Gold Petal Futures, October 2014, GPV2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, October 2014, GPV2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2014 20:36,01-07-2014,31-10-2014
GPV2015,"Gold Petal Futures, October 2015, GPV2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, October 2015, GPV2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-11-2015 11:42,01-07-2015,30-10-2015
GPV2016,"Gold Petal Futures, October 2016, GPV2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, October 2016, GPV2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-10-2016 22:02,04-07-2016,28-10-2016
GPV2017,"Gold Petal Futures, October 2017, GPV2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, October 2017, GPV2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,03-07-2017,31-10-2017
GPV2018,"Gold Petal Futures, October 2018, GPV2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, October 2018, GPV2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2018 23:01,02-07-2018,31-10-2018
GPX2014,"Gold Petal Futures, November 2014, GPX2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, November 2014, GPX2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-11-2014 22:37,01-08-2014,28-11-2014
GPX2015,"Gold Petal Futures, November 2015, GPX2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, November 2015, GPX2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-12-2015 11:02,03-08-2015,30-11-2015
GPX2016,"Gold Petal Futures, November 2016, GPX2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, November 2016, GPX2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-12-2016 20:03,02-08-2016,02-12-2016
GPX2017,"Gold Petal Futures, November 2017, GPX2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, November 2017, GPX2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,01-08-2017,01-12-2017
GPX2018,"Gold Petal Futures, November 2018, GPX2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, November 2018, GPX2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,01-08-2018,19-11-2018
GPZ2013,"Gold Petal Futures, December 2013, GPZ2013, MCX","Historical MCX Futures Prices: Gold Petal Futures, December 2013, GPZ2013, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",09-01-2014 16:54,05-12-2013,30-12-2013
GPZ2014,"Gold Petal Futures, December 2014, GPZ2014, MCX","Historical MCX Futures Prices: Gold Petal Futures, December 2014, GPZ2014, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-12-2014 11:10,01-09-2014,31-12-2014
GPZ2015,"Gold Petal Futures, December 2015, GPZ2015, MCX","Historical MCX Futures Prices: Gold Petal Futures, December 2015, GPZ2015, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-01-2016 11:02,02-09-2015,31-12-2015
GPZ2016,"Gold Petal Futures, December 2016, GPZ2016, MCX","Historical MCX Futures Prices: Gold Petal Futures, December 2016, GPZ2016, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-12-2016 03:04,02-09-2016,30-12-2016
GPZ2017,"Gold Petal Futures, December 2017, GPZ2017, MCX","Historical MCX Futures Prices: Gold Petal Futures, December 2017, GPZ2017, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,04-09-2017,01-01-2018
GPZ2018,"Gold Petal Futures, December 2018, GPZ2018, MCX","Historical MCX Futures Prices: Gold Petal Futures, December 2018, GPZ2018, Multi Commodity Exchange India. Trading Unit: 1 gram. Quotation: 1 gram. Tick size: Re. 1 per 1 gram. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,04-09-2018,19-11-2018
GRMF2014,"Guar Gum Futures, January 2014, GRMF2014, MCX","Historical MCX Futures Prices: Guar Gum Futures, January 2014, GRMF2014, Multi Commodity Exchange India. Trading Unit: 5 MT. Quotation: Rs. per 100 KG. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-01-2014 13:03,05-12-2013,20-01-2014
GRMG2014,"Guar Gum Futures, February 2014, GRMG2014, MCX","Historical MCX Futures Prices: Guar Gum Futures, February 2014, GRMG2014, Multi Commodity Exchange India. Trading Unit: 5 MT. Quotation: Rs. per 100 KG. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-02-2014 17:13,05-12-2013,20-02-2014
GRMZ2013,"Guar Gum Futures, December 2013, GRMZ2013, MCX","Historical MCX Futures Prices: Guar Gum Futures, December 2013, GRMZ2013, Multi Commodity Exchange India. Trading Unit: 5 MT. Quotation: Rs. per 100 KG. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",08-01-2014 21:44,16-12-2013,20-12-2013
GRSF2014,"Guar Seed Futures, January 2014, GRSF2014, MCX","Historical MCX Futures Prices: Guar Seed Futures, January 2014, GRSF2014, Multi Commodity Exchange India. Trading Unit: 5 MT. Quotation: Rs. per 100 KG. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-01-2014 12:56,05-12-2013,20-01-2014
GRSG2014,"Guar Seed Futures, February 2014, GRSG2014, MCX","Historical MCX Futures Prices: Guar Seed Futures, February 2014, GRSG2014, Multi Commodity Exchange India. Trading Unit: 5 MT. Quotation: Rs. per 100 KG. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-02-2014 17:08,06-01-2014,20-02-2014
GRSH2014,"Guar Seed Futures, March 2014, GRSH2014, MCX","Historical MCX Futures Prices: Guar Seed Futures, March 2014, GRSH2014, Multi Commodity Exchange India. Trading Unit: 5 MT. Quotation: Rs. per 100 KG. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-03-2014 16:28,05-12-2013,20-03-2014
GRSJ2014,"Guar Seed Futures, April 2014, GRSJ2014, MCX","Historical MCX Futures Prices: Guar Seed Futures, April 2014, GRSJ2014, Multi Commodity Exchange India. Trading Unit: 5 MT. Quotation: Rs. per 100 KG. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",19-04-2014 08:50,05-12-2013,17-04-2014
GRSZ2013,"Guar Seed Futures, December 2013, GRSZ2013, MCX","Historical MCX Futures Prices: Guar Seed Futures, December 2013, GRSZ2013, Multi Commodity Exchange India. Trading Unit: 5 MT. Quotation: Rs. per 100 KG. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",08-01-2014 21:45,16-12-2013,20-12-2013
KPH2014,"Kapas Futures, March 2014, KPH2014, MCX","Historical MCX Futures Prices: Kapas Futures, March 2014, KPH2014, Multi Commodity Exchange India. Trading Unit: 4 MT. Quotation: 20 KG. Tick size: 10 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2014 17:29,05-12-2013,31-03-2014
KPH2015,"Kapas Futures, March 2015, KPH2015, MCX","Historical MCX Futures Prices: Kapas Futures, March 2015, KPH2015, Multi Commodity Exchange India. Trading Unit: 4 MT. Quotation: 20 KG. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2015 11:03,11-04-2014,31-03-2015
KPH2016,"Kapas Futures, March 2016, KPH2016, MCX","Historical MCX Futures Prices: Kapas Futures, March 2016, KPH2016, Multi Commodity Exchange India. Trading Unit: 4 MT. Quotation: 20 KG. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-04-2016 11:02,25-03-2015,31-03-2016
KPH2017,"Kapas Futures, March 2017, KPH2017, MCX","Historical MCX Futures Prices: Kapas Futures, March 2017, KPH2017, Multi Commodity Exchange India. Trading Unit: 4 MT. Quotation: 20 KG. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-03-2017 23:01,01-03-2016,30-03-2017
KPJ2014,"Kapas Futures, April 2014, KPJ2014, MCX","Historical MCX Futures Prices: Kapas Futures, April 2014, KPJ2014, Multi Commodity Exchange India. Trading Unit: 4 MT. Quotation: 20 KG. Tick size: 10 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",30-04-2014 16:29,05-12-2013,30-04-2014
KPJ2015,"Kapas Futures, April 2015, KPJ2015, MCX","Historical MCX Futures Prices: Kapas Futures, April 2015, KPJ2015, Multi Commodity Exchange India. Trading Unit: 4 MT. Quotation: 20 KG. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-04-2015 11:03,11-04-2014,30-04-2015
KPJ2016,"Kapas Futures, April 2016, KPJ2016, MCX","Historical MCX Futures Prices: Kapas Futures, April 2016, KPJ2016, Multi Commodity Exchange India. Trading Unit: 4 MT. Quotation: 20 KG. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-05-2016 11:03,21-04-2015,29-04-2016
KPJ2017,"Kapas Futures, April 2017, KPJ2017, MCX","Historical MCX Futures Prices: Kapas Futures, April 2017, KPJ2017, Multi Commodity Exchange India. Trading Unit: 4 MT. Quotation: 20 KG. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-04-2017 23:02,01-04-2016,28-04-2017
KPKF2014,"Kapasia Khalli (Cottonseed Oilcake) Futures, January 2014, KPKF2014, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, January 2014, KPKF2014, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-01-2014 16:54,05-12-2013,31-01-2014
KPKF2015,"Kapasia Khalli (Cottonseed Oilcake) Futures, January 2015, KPKF2015, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, January 2015, KPKF2015, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-01-2015 11:11,08-01-2015,30-01-2015
KPKF2016,"Kapasia Khalli (Cottonseed Oilcake) Futures, January 2016, KPKF2016, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, January 2016, KPKF2016, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-11-2015 21:02,29-09-2015,27-11-2015
KPKG2014,"Kapasia Khalli (Cottonseed Oilcake) Futures, February 2014, KPKG2014, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, February 2014, KPKG2014, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-02-2014 17:20,05-12-2013,28-02-2014
KPKG2016,"Kapasia Khalli (Cottonseed Oilcake) Futures, February 2016, KPKG2016, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, February 2016, KPKG2016, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-11-2015 21:02,29-09-2015,27-11-2015
KPKH2016,"Kapasia Khalli (Cottonseed Oilcake) Futures, March 2016, KPKH2016, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, March 2016, KPKH2016, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-11-2015 21:02,29-09-2015,27-11-2015
KPKJ2014,"Kapasia Khalli (Cottonseed Oilcake) Futures, April 2014, KPKJ2014, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, April 2014, KPKJ2014, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",30-04-2014 16:30,11-04-2014,30-04-2014
KPKJ2016,"Kapasia Khalli (Cottonseed Oilcake) Futures, April 2016, KPKJ2016, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, April 2016, KPKJ2016, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-11-2015 21:02,01-10-2015,27-11-2015
KPKK2014,"Kapasia Khalli (Cottonseed Oilcake) Futures, May 2014, KPKK2014, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, May 2014, KPKK2014, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-06-2014 09:34,11-04-2014,30-05-2014
KPKK2016,"Kapasia Khalli (Cottonseed Oilcake) Futures, May 2016, KPKK2016, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, May 2016, KPKK2016, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-11-2015 21:02,02-11-2015,27-11-2015
KPKM2014,"Kapasia Khalli (Cottonseed Oilcake) Futures, June 2014, KPKM2014, MCX","Historical MCX Futures Prices: Kapasia Khalli (Cottonseed Oilcake) Futures, June 2014, KPKM2014, Multi Commodity Exchange India. Trading Unit: 10 MT. Quotation: Rs. per 100 KG. Tick size: 50 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-06-2014 15:55,11-04-2014,30-06-2014
